section,method,median_single_seed_reference_ari,best_single_seed_reference_ari,consensus20_reference_ari,consensus20_reference_nmi,split_half_consensus_ari,algorithm,median_single_seed_pairwise_ari,split_half_gain_over_median_single_seed_pairwise_ari,section_display
151509,SEDR,0.50814178812699995,0.75587680043100003,0.537951707088,0.68395465833000002,0.77835229953899998,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.60495269284499997,0.17339960669400001,151509
151510,GraphST,0.3124588271,0.3577202511,0.3699636756,0.5144224711,0.8649574892,average-linkage agglomeration of unweighted co-association matrix,0.4540235012,0.410933988,151510
151510,STAGATE,0.2964647528,0.3791734792,0.3048260432,0.501370276,0.6710775442,average-linkage agglomeration of unweighted co-association matrix,0.5263021921,0.1447753522,151510
151510,SpaGCN,0.3036017473,0.3659755379,0.4086015289,0.5222800842,0.6121868393,average-linkage agglomeration of unweighted co-association matrix,0.4990030914,0.113183748,151510
151510,BANKSY,0.3374386241,0.3726699119,0.3289288852,0.5317493279,0.9243910602,average-linkage agglomeration of unweighted co-association matrix,0.5159709416,0.4084201186,151510
151510,SEDR,0.46733041006800002,0.53906163807899998,0.449454009371,0.63517586372099999,0.89545973105099996,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.614370914426,0.28108881662500002,151510
151669,GraphST,0.2358064537,0.3005136928,0.2642181875,0.4313364542,0.7468976509,average-linkage agglomeration of unweighted co-association matrix,0.4382329973,0.3086646536,151669
151669,STAGATE,0.2484200946,0.2957617334,0.2608311952,0.4868465108,0.8763372131,average-linkage agglomeration of unweighted co-association matrix,0.7507573173,0.1255798957,151669
151669,SpaGCN,0.1997262509,0.2405296267,0.2262140478,0.4553986765,0.7708051423,average-linkage agglomeration of unweighted co-association matrix,0.4611687944,0.3096363479,151669
151669,BANKSY,0.2918394024,0.3076992866,0.2914341811,0.5199563327,0.9962752625,average-linkage agglomeration of unweighted co-association matrix,0.9772270006,0.01904826184,151669
151669,SEDR,0.39281442965399999,0.61929490534499998,0.38614965221699998,0.60124769706900005,0.80260222063200004,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.613723122412,0.18887909822000001,151669
151670,GraphST,0.2207269669,0.3745605584,0.3691407119,0.4324203706,0.7715646339,average-linkage agglomeration of unweighted co-association matrix,0.3912814594,0.3802831745,151670
151670,STAGATE,0.2070154123,0.352359398,0.2578351113,0.4463831939,0.7698967202,average-linkage agglomeration of unweighted co-association matrix,0.6156394018,0.1542573183,151670
151670,SpaGCN,0.1599621812,0.2365262758,0.2234615725,0.3871139401,0.5368164489,average-linkage agglomeration of unweighted co-association matrix,0.3869284779,0.149887971,151670
151670,BANKSY,0.3487110139,0.6745597221,0.3147197421,0.4952906074,0.623237268,average-linkage agglomeration of unweighted co-association matrix,0.5913104327,0.03192683526,151670
151670,SEDR,0.31477719869699999,0.401382442369,0.29710475247899998,0.51302091649899995,0.80236343657300002,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.592134576069,0.210228860504,151670
151671,GraphST,0.3025954117,0.3327844919,0.3276617794,0.4561867767,0.7689475337,average-linkage agglomeration of unweighted co-association matrix,0.5523580888,0.2165894449,151671
151671,STAGATE,0.349704912,0.3924300446,0.3815104399,0.5203401351,0.8646763199,average-linkage agglomeration of unweighted co-association matrix,0.6856020961,0.1790742238,151671
151671,SpaGCN,0.2417816146,0.3307880704,0.2760112071,0.418554416,0.5085367088,average-linkage agglomeration of unweighted co-association matrix,0.4290726497,0.0794640591,151671
151671,BANKSY,0.4160229291,0.4273852203,0.4219221883,0.5470075618,0.9106510966,average-linkage agglomeration of unweighted co-association matrix,0.8774327679,0.03321832871,151671
151671,SEDR,0.48237903721499997,0.605693411219,0.61700644608999999,0.69351958449100004,0.69164881968699998,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.62299854091700002,0.068650278769500001,151671
151672,GraphST,0.3203188399,0.3607505427,0.3728885252,0.4368099626,0.6722333152,average-linkage agglomeration of unweighted co-association matrix,0.4600749157,0.2121583995,151672
151672,STAGATE,0.3836892097,0.4102767314,0.4046377884,0.5027616181,0.7550593447,average-linkage agglomeration of unweighted co-association matrix,0.6581345227,0.09692482195,151672
151672,SpaGCN,0.29711797,0.3308710605,0.3242107096,0.4815745925,0.7315298843,average-linkage agglomeration of unweighted co-association matrix,0.4177182758,0.3138116085,151672
151672,BANKSY,0.4483161823,0.7249702866,0.4447054948,0.5581830777,0.9846981587,average-linkage agglomeration of unweighted co-association matrix,0.7702083088,0.2144898499,151672
151672,SEDR,0.488040070213,0.56831833328500003,0.47917956872400003,0.64896363770999999,0.76228248345899996,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.71240927120700004,0.049873212251900001,151672
151673,GraphST,0.1998882532,0.2294850467,0.2121459055,0.4236033796,0.790067609,average-linkage agglomeration of unweighted co-association matrix,0.6081119613,0.1819556477,151673
151673,STAGATE,0.2248357216,0.2660158285,0.2278013626,0.4238318718,0.8588789289,average-linkage agglomeration of unweighted co-association matrix,0.6758398689,0.18303906,151673
151673,SpaGCN,0.2777746628,0.3289365562,0.2474645706,0.3931889907,0.5131443009,average-linkage agglomeration of unweighted co-association matrix,0.5023692787,0.01077502221,151673
151673,BANKSY,0.3283360431,0.3754829268,0.3754829268,0.5813160457,0.9966355333,average-linkage agglomeration of unweighted co-association matrix,0.6021977774,0.3944377559,151673
151673,SEDR,0.56939435313099995,0.64704773651500003,0.59552172195399999,0.71348703472200004,0.76968931399399998,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.75367852470899999,0.016010789285699999,151673
151674,GraphST,0.1972995918,0.2359508844,0.1968041884,0.3749996733,0.7443693615,average-linkage agglomeration of unweighted co-association matrix,0.5727780565,0.1715913051,151674
151674,STAGATE,0.2129617979,0.2354745105,0.2347850074,0.3758879677,0.6152811129,average-linkage agglomeration of unweighted co-association matrix,0.551662694,0.06361841888,151674
151674,SpaGCN,0.2285163325,0.2822475735,0.2362401589,0.383978152,0.8675370068,average-linkage agglomeration of unweighted co-association matrix,0.7184514249,0.1490855819,151674
151674,BANKSY,0.2150967877,0.3025505225,0.2156671612,0.3931559873,0.9661509962,average-linkage agglomeration of unweighted co-association matrix,0.7434629778,0.2226880184,151674
151674,SEDR,0.57821223946,0.63991785995100003,0.64931700598300002,0.75703278034099997,0.80480742580800002,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.712414055923,0.092393369884299997,151674
151675,GraphST,0.1463724951,0.1968122062,0.1363560583,0.3638813635,0.7292997933,average-linkage agglomeration of unweighted co-association matrix,0.5268704357,0.2024293576,151675
151675,STAGATE,0.1873943846,0.2185403548,0.2053185665,0.3911933389,0.7299844334,average-linkage agglomeration of unweighted co-association matrix,0.6180861596,0.1118982738,151675
151675,SpaGCN,0.2376500734,0.2828374005,0.2354368671,0.3903659886,0.8423573424,average-linkage agglomeration of unweighted co-association matrix,0.5432446681,0.2991126743,151675
151675,BANKSY,0.2470568708,0.3262488181,0.2184323095,0.4057362952,0.6973892672,average-linkage agglomeration of unweighted co-association matrix,0.6048555446,0.09253372264,151675
151675,SEDR,0.53639259673899997,0.60177879483399999,0.55030532381300001,0.70028703049600005,0.87742909059700003,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.74789162545200005,0.129537465145,151675
151676,GraphST,0.1610284736,0.1772428871,0.1662787944,0.3742898459,0.7442932065,average-linkage agglomeration of unweighted co-association matrix,0.5854579485,0.158835258,151676
151676,STAGATE,0.1747355438,0.2118890594,0.1813849425,0.3654550172,0.7810845468,average-linkage agglomeration of unweighted co-association matrix,0.6267651163,0.1543194304,151676
151676,SpaGCN,0.2255013488,0.2568151675,0.2318171864,0.3603418167,0.7313710862,average-linkage agglomeration of unweighted co-association matrix,0.6085184582,0.122852628,151676
151676,BANKSY,0.2385897265,0.281441295,0.247108294,0.4340993478,0.9892417149,average-linkage agglomeration of unweighted co-association matrix,0.6684502538,0.3207914611,151676
151676,SEDR,0.53107335468299999,0.58701899846500005,0.56402992894399995,0.69839424257600002,0.809204532019,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.74653005536600003,0.062674476653099997,151676
STARmap_20180505_BY3_1k,GraphST,0.4829638238,0.5216490188,0.5276565437,0.6200619129,0.8396426393,average-linkage agglomeration of unweighted co-association matrix,0.6040361658,0.2356064735,STARmap
STARmap_20180505_BY3_1k,STAGATE,0.2980304272,0.3235788139,0.3156585008,0.3379861175,0.8308639314,average-linkage agglomeration of unweighted co-association matrix,0.6493359966,0.1815279348,STARmap
STARmap_20180505_BY3_1k,SpaGCN,0.3737877693,0.4703902817,0.4457124851,0.4715214233,0.8075830791,average-linkage agglomeration of unweighted co-association matrix,0.5030877553,0.3044953238,STARmap
STARmap_20180505_BY3_1k,BANKSY,0.5623667717,0.6142206457,0.5615768223,0.6468075323,0.9544862617,average-linkage agglomeration of unweighted co-association matrix,0.8861083602,0.06837790159,STARmap
STARmap_20180505_BY3_1k,SEDR,0.55571912582100003,0.61850481719999995,0.53665051979,0.64343578775800003,0.94221687804499998,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.75540249954700001,0.186814378497,STARmap
HBCA1,GraphST,0.5236826808,0.5743987348,0.56700605,0.6253403872,0.8571162449,average-linkage agglomeration of unweighted co-association matrix,0.6715693387,0.1855469063,HBCA1
HBCA1,STAGATE,0.6241341146,0.6462814643,0.6559681516,0.6910353773,0.8869246096,average-linkage agglomeration of unweighted co-association matrix,0.7711371276,0.115787482,HBCA1
HBCA1,SpaGCN,0.5343885563,0.5605536969,0.5389623873,0.6401368872,0.8314667072,average-linkage agglomeration of unweighted co-association matrix,0.6960999323,0.1353667748,HBCA1
HBCA1,BANKSY,0.6348104992,0.6522080246,0.6024370377,0.6693124663,0.9560337492,average-linkage agglomeration of unweighted co-association matrix,0.8614898809,0.09454386823,HBCA1
HBCA1,SEDR,0.39282277657800002,0.45389238852500002,0.40853010909900001,0.662377441851,0.80176849043999998,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.63810478678100002,0.16366370365800001,HBCA1
MERFISH_Bregma_m0.04,GraphST,0.2234205638,0.293955731,0.2370701214,0.4465995179,0.757400882,average-linkage agglomeration of unweighted co-association matrix; K=8,0.3279708849,0.4294299971,Bregma -0.04
MERFISH_Bregma_m0.04,STAGATE,0.402722006,0.5548836671,0.4015229123,0.5480296695,0.6044151055,average-linkage agglomeration of unweighted co-association matrix; K=8,0.5140498777,0.09036522772,Bregma -0.04
MERFISH_Bregma_m0.04,SpaGCN,0.1262435323,0.1910755439,0.1266604903,0.2096938377,0.5847913751,average-linkage agglomeration of unweighted co-association matrix; K=8,0.335927463,0.2488639121,Bregma -0.04
MERFISH_Bregma_m0.04,BANKSY,0.1571147022,0.2058228474,0.1571147022,0.2591085718,0.9933218986,average-linkage agglomeration of unweighted co-association matrix; K=8,0.6336702138,0.3596516848,Bregma -0.04
MERFISH_Bregma_m0.04,SEDR,0.168004673149,0.206937157348,0.15866719781700001,0.291104287096,0.55714211762999999,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.52784568508600005,0.029296432544099998,Bregma -0.04
MERFISH_Bregma_m0.09,GraphST,0.3528495043,0.4278380458,0.3213864085,0.4878404334,0.5546044859,average-linkage agglomeration of unweighted co-association matrix; K=8,0.4825066402,0.07209784568,Bregma -0.09
MERFISH_Bregma_m0.09,STAGATE,0.4155898981,0.5348259865,0.418773002,0.5342197638,0.777275757,average-linkage agglomeration of unweighted co-association matrix; K=8,0.6122310212,0.1650447359,Bregma -0.09
MERFISH_Bregma_m0.09,SpaGCN,0.2321724519,0.3108125627,0.2891371465,0.3541246573,0.5639719537,average-linkage agglomeration of unweighted co-association matrix; K=8,0.4213462554,0.1426256983,Bregma -0.09
MERFISH_Bregma_m0.09,BANKSY,0.2306868096,0.2809777002,0.2306868096,0.3367522365,0.9998278494,average-linkage agglomeration of unweighted co-association matrix; K=8,0.9502358174,0.04959203194,Bregma -0.09
MERFISH_Bregma_m0.09,SEDR,0.25652648918400001,0.41237167863599999,0.230932418911,0.35931053314799999,0.66278662156299994,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.52284224652199995,0.13994437504099999,Bregma -0.09
MERFISH_Bregma_m0.14,GraphST,0.3693686778,0.3967108753,0.3687427178,0.5174678857,0.7592581441,average-linkage agglomeration of unweighted co-association matrix; K=8,0.4667685774,0.2924895666,Bregma -0.14
MERFISH_Bregma_m0.14,STAGATE,0.3769189907,0.5456666201,0.4675285443,0.5806909344,0.7794077525,average-linkage agglomeration of unweighted co-association matrix; K=8,0.5420539779,0.2373537745,Bregma -0.14
MERFISH_Bregma_m0.14,SpaGCN,0.2360679489,0.2877287301,0.2524079137,0.3355884689,0.6555307012,average-linkage agglomeration of unweighted co-association matrix; K=8,0.461172187,0.1943585142,Bregma -0.14
MERFISH_Bregma_m0.14,BANKSY,0.2569964686,0.2641240625,0.2594151537,0.3344916635,0.8726268791,average-linkage agglomeration of unweighted co-association matrix; K=8,0.8343653256,0.03826155353,Bregma -0.14
MERFISH_Bregma_m0.14,SEDR,0.25448295416799999,0.30596047487,0.22515669358099999,0.34310283242700002,0.77728472766500001,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.60581462321099999,0.17147010445399999,Bregma -0.14
MERFISH_Bregma_m0.19,GraphST,0.3842830316,0.4404798816,0.4134027466,0.5767442232,0.7981175135,average-linkage agglomeration of unweighted co-association matrix; K=8,0.5451660509,0.2529514626,Bregma -0.19
MERFISH_Bregma_m0.19,STAGATE,0.548856591,0.6254658838,0.6153227573,0.6616609483,0.724782654,average-linkage agglomeration of unweighted co-association matrix; K=8,0.6063353769,0.118447277,Bregma -0.19
MERFISH_Bregma_m0.19,SpaGCN,0.2370628998,0.3427964965,0.306881898,0.3620313992,0.5735165931,average-linkage agglomeration of unweighted co-association matrix; K=8,0.3676846857,0.2058319074,Bregma -0.19
MERFISH_Bregma_m0.19,BANKSY,0.2802938057,0.28087815,0.2804186992,0.3915183081,0.9988164699,average-linkage agglomeration of unweighted co-association matrix; K=8,0.995842205,0.002974264898,Bregma -0.19
MERFISH_Bregma_m0.19,SEDR,0.28247143533899999,0.29523925453200001,0.28527483370899998,0.394096897941,0.91268665500000001,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.72406277583199996,0.18862387916699999,Bregma -0.19
MERFISH_Bregma_m0.24,GraphST,0.4126567491,0.4485837775,0.4333514654,0.5673906178,0.7002430045,average-linkage agglomeration of unweighted co-association matrix; K=8,0.4996040674,0.2006389371,Bregma -0.24
MERFISH_Bregma_m0.24,STAGATE,0.5436068488,0.6401269895,0.5734105886,0.6539192121,0.7645450858,average-linkage agglomeration of unweighted co-association matrix; K=8,0.6012670376,0.1632780482,Bregma -0.24
MERFISH_Bregma_m0.24,SpaGCN,0.2369921457,0.3046186943,0.2587716499,0.3288524931,0.6634558197,average-linkage agglomeration of unweighted co-association matrix; K=8,0.4854211553,0.1780346644,Bregma -0.24
MERFISH_Bregma_m0.24,BANKSY,0.2599480208,0.2655985325,0.2637704635,0.3450826546,0.9835074584,average-linkage agglomeration of unweighted co-association matrix; K=8,0.6475188477,0.3359886106,Bregma -0.24
MERFISH_Bregma_m0.24,SEDR,0.20151569251900001,0.31684711464999998,0.18225806422599999,0.35843323932499999,0.945148007889,unweighted 20-seed co-association; D=1-C; average-linkage agglomeration at project K,0.61622400216100004,0.32892400572800001,Bregma -0.24
